Porosity_1,Permeability_1.1,Permeability_2.1,Permeability_3.1Porosity_2,Permeability_1.2,Permeability_2.2,Permeability_3.2Porosity_3,Permeability_1.3,Permeability_2.3,Permeability_3.3Porosity_4,Permeability_1.4,Permeability_2.4,Permeability_3.4Porosity_5,Permeability_1.5,Permeability_2.5,Permeability_3.5,Error
0.18,0.11,0.09,0.1,0.2,100,100,1e-111,0.27,92,99,100,0.19,104,110,85,0.22,0.08,0.11,0.09,0.318732
0.24,0.1,0.11,0.09,0.2,100,100,1e-111,0.19,101,111,88,0.25,103,88,106,0.1,0.08,0.1,0.09,0.843908
0.23,0.09,0.09,0.1,0.2,100,100,1e-111,0.12,96,111,87,0.27,104,109,83,0.22,0.1,0.1,0.09,1.15123
0.26,0.09,0.09,0.11,0.2,100,100,1e-111,0.29,107,118,87,0.16,93,104,91,0.26,0.09,0.1,0.11,1.29367
0.24,0.1,0.1,0.11,0.2,100,100,1e-111,0.29,85,112,94,0.26,115,107,80,0.14,0.08,0.08,0.08,1.37668
0.18,0.08,0.09,0.09,0.2,100,100,1e-111,0.15,101,105,115,0.19,98,106,99,0.22,0.11,0.11,0.11,1.57856
0.15,0.11,0.09,0.09,0.2,100,100,1e-111,0.25,112,102,114,0.15,93,90,98,0.28,0.1,0.11,0.09,1.89113
0.19,0.08,0.09,0.1,0.2,100,100,1e-111,0.19,116,116,88,0.21,93,101,120,0.17,0.11,0.1,0.1,2.13785
0.2,0.1,0.08,0.09,0.2,100,100,1e-111,0.17,112,106,100,0.28,96,109,105,0.27,0.11,0.11,0.1,2.70972
0.24,0.11,0.09,0.11,0.2,100,100,1e-111,0.14,88,103,108,0.29,109,107,99,0.1,0.1,0.1,0.1,2.74593
0.2,0.08,0.1,0.08,0.2,100,100,1e-111,0.26,96,103,114,0.28,108,101,101,0.12,0.11,0.11,0.1,3.47492
0.2,0.1,0.09,0.09,0.2,100,100,1e-111,0.15,86,89,105,0.17,110,118,93,0.21,0.09,0.11,0.1,3.79374
0.29,0.11,0.09,0.09,0.2,100,100,1e-111,0.12,112,94,88,0.22,95,116,102,0.28,0.09,0.11,0.11,4.44867
0.29,0.09,0.09,0.1,0.2,100,100,1e-111,0.15,93,101,94,0.16,103,112,95,0.2,0.11,0.11,0.08,4.46291
0.27,0.11,0.09,0.08,0.2,100,100,1e-111,0.11,90,84,116,0.18,112,88,120,0.25,0.09,0.09,0.11,4.65361
0.29,0.08,0.08,0.08,0.2,100,100,1e-111,0.28,85,111,101,0.12,104,97,98,0.16,0.1,0.11,0.11,5.22242
0.12,0.11,0.1,0.1,0.2,100,100,1e-111,0.2,113,105,111,0.29,90,110,115,0.13,0.11,0.11,0.1,5.83378
0.26,0.08,0.1,0.08,0.2,100,100,1e-111,0.18,113,97,98,0.19,86,119,85,0.2,0.11,0.08,0.1,6.05117
0.28,0.08,0.1,0.08,0.2,100,100,1e-111,0.1,112,84,109,0.25,101,92,89,0.29,0.1,0.11,0.08,6.36158
0.11,0.11,0.08,0.1,0.2,100,100,1e-111,0.18,119,113,84,0.27,94,120,80,0.17,0.09,0.09,0.08,6.51406
0.12,0.09,0.11,0.09,0.2,100,100,1e-111,0.25,90,101,80,0.29,118,96,97,0.24,0.1,0.09,0.09,6.51881
0.17,0.11,0.11,0.09,0.2,100,100,1e-111,0.23,105,106,86,0.16,90,99,101,0.18,0.11,0.11,0.08,6.71553
0.26,0.09,0.11,0.09,0.2,100,100,1e-111,0.27,86,82,105,0.14,114,112,109,0.29,0.09,0.11,0.09,6.88308
0.22,0.11,0.09,0.11,0.2,100,100,1e-111,0.2,118,83,113,0.21,86,102,102,0.25,0.1,0.08,0.09,7.09066
0.18,0.11,0.1,0.11,0.2,100,100,1e-111,0.2,99,118,118,0.13,107,82,111,0.13,0.1,0.1,0.08,7.31312
0.29,0.1,0.09,0.11,0.2,100,100,1e-111,0.22,89,113,98,0.29,109,82,120,0.24,0.09,0.1,0.08,7.49728
0.21,0.11,0.08,0.11,0.2,100,100,1e-111,0.26,107,99,115,0.11,85,99,115,0.14,0.09,0.1,0.1,7.5986
0.16,0.1,0.1,0.1,0.2,100,100,1e-111,0.22,110,104,84,0.28,100,115,96,0.1,0.11,0.11,0.09,7.80224
0.12,0.09,0.11,0.09,0.2,100,100,1e-111,0.12,92,98,119,0.15,108,104,102,0.26,0.11,0.09,0.09,8.07656
0.1,0.1,0.11,0.09,0.2,100,100,1e-111,0.2,97,112,102,0.24,112,95,88,0.28,0.1,0.11,0.09,8.36275
0.16,0.08,0.09,0.09,0.2,100,100,1e-111,0.13,109,116,116,0.23,106,84,102,0.19,0.1,0.09,0.11,8.64205
0.13,0.11,0.08,0.09,0.2,100,100,1e-111,0.16,91,82,86,0.16,97,114,110,0.13,0.11,0.08,0.11,8.73744
0.27,0.1,0.1,0.09,0.2,100,100,1e-111,0.26,99,115,94,0.15,103,115,93,0.11,0.1,0.09,0.1,8.81465
0.11,0.08,0.11,0.08,0.2,100,100,1e-111,0.29,101,91,112,0.29,93,116,106,0.2,0.09,0.1,0.1,8.9253
0.29,0.09,0.11,0.09,0.2,100,100,1e-111,0.23,94,119,101,0.1,102,110,100,0.14,0.11,0.08,0.09,9.22548
0.11,0.1,0.11,0.08,0.2,100,100,1e-111,0.13,105,91,84,0.14,94,91,81,0.11,0.11,0.09,0.11,9.46933
0.26,0.11,0.08,0.08,0.2,100,100,1e-111,0.11,113,110,114,0.14,94,88,93,0.22,0.11,0.09,0.11,9.48398
0.2,0.08,0.1,0.08,0.2,100,100,1e-111,0.14,97,93,95,0.21,95,98,96,0.26,0.1,0.1,0.1,9.79564
0.24,0.09,0.11,0.1,0.2,100,100,1e-111,0.23,102,103,83,0.25,111,89,82,0.17,0.09,0.08,0.1,9.82263
0.12,0.11,0.11,0.08,0.2,100,100,1e-111,0.27,88,93,107,0.12,113,111,105,0.28,0.08,0.08,0.11,9.89809
0.22,0.09,0.08,0.08,0.2,100,100,1e-111,0.25,99,105,96,0.25,111,105,118,0.21,0.08,0.09,0.11,11.0966
0.12,0.08,0.08,0.1,0.2,100,100,1e-111,0.11,87,104,114,0.14,111,89,117,0.13,0.11,0.1,0.1,11.1456
0.28,0.1,0.11,0.09,0.2,100,100,1e-111,0.22,96,114,82,0.12,90,100,101,0.22,0.08,0.08,0.09,11.4018
0.1,0.1,0.1,0.1,0.2,100,100,1e-111,0.29,108,85,93,0.23,104,106,107,0.19,0.11,0.11,0.11,11.4121
0.23,0.08,0.09,0.09,0.2,100,100,1e-111,0.14,102,100,93,0.18,113,84,110,0.16,0.1,0.08,0.1,11.4777
0.28,0.09,0.08,0.08,0.2,100,100,1e-111,0.1,105,106,107,0.24,106,110,105,0.17,0.1,0.09,0.09,11.5131
0.13,0.1,0.1,0.09,0.2,100,100,1e-111,0.15,82,108,84,0.15,104,111,106,0.11,0.1,0.1,0.09,11.7116
0.17,0.11,0.08,0.09,0.2,100,100,1e-111,0.22,85,99,113,0.26,102,111,94,0.24,0.09,0.08,0.09,11.9761
0.13,0.1,0.09,0.09,0.2,100,100,1e-111,0.24,120,119,81,0.18,80,112,84,0.25,0.1,0.08,0.11,12.0035
0.1,0.11,0.09,0.1,0.2,100,100,1e-111,0.27,91,99,117,0.23,95,117,106,0.25,0.11,0.11,0.11,12.3977
0.28,0.1,0.08,0.11,0.2,100,100,1e-111,0.29,113,94,101,0.16,83,93,97,0.14,0.08,0.1,0.09,12.8956
0.17,0.1,0.08,0.09,0.2,100,100,1e-111,0.23,100,110,81,0.12,84,116,120,0.14,0.1,0.1,0.09,12.9652
0.21,0.09,0.08,0.1,0.2,100,100,1e-111,0.24,99,103,80,0.26,116,93,91,0.25,0.09,0.1,0.09,13.2543
0.15,0.08,0.08,0.11,0.2,100,100,1e-111,0.13,105,114,89,0.23,91,83,94,0.12,0.1,0.09,0.1,13.5201
0.13,0.08,0.11,0.11,0.2,100,100,1e-111,0.12,90,92,118,0.16,101,82,116,0.12,0.08,0.08,0.08,13.5211
0.18,0.08,0.08,0.1,0.2,100,100,1e-111,0.27,91,88,84,0.2,119,111,103,0.21,0.1,0.1,0.08,13.9624
0.16,0.11,0.11,0.11,0.2,100,100,1e-111,0.19,110,100,90,0.13,105,99,100,0.18,0.09,0.11,0.1,16.6645
0.14,0.1,0.1,0.08,0.2,100,100,1e-111,0.11,115,80,86,0.26,105,108,95,0.1,0.1,0.08,0.09,17.0071
0.26,0.11,0.1,0.08,0.2,100,100,1e-111,0.27,102,101,91,0.17,86,90,86,0.26,0.08,0.1,0.09,17.3039
0.23,0.09,0.09,0.08,0.2,100,100,1e-111,0.18,84,111,92,0.11,97,97,104,0.1,0.1,0.09,0.09,17.3175
0.28,0.11,0.09,0.1,0.2,100,100,1e-111,0.16,117,85,97,0.27,105,104,91,0.11,0.11,0.09,0.11,17.3597
0.12,0.1,0.1,0.1,0.2,100,100,1e-111,0.2,92,82,80,0.21,90,113,102,0.17,0.09,0.08,0.08,17.8733
0.12,0.1,0.11,0.11,0.2,100,100,1e-111,0.23,83,101,109,0.22,98,106,106,0.29,0.09,0.11,0.08,18.1875
0.26,0.09,0.11,0.09,0.2,100,100,1e-111,0.16,111,102,89,0.2,109,99,109,0.15,0.1,0.1,0.08,18.3487
0.27,0.1,0.11,0.09,0.2,100,100,1e-111,0.24,100,89,101,0.12,83,90,102,0.1,0.1,0.1,0.11,18.3842
0.29,0.11,0.09,0.1,0.2,100,100,1e-111,0.15,101,84,116,0.2,88,83,115,0.28,0.11,0.1,0.08,19.1159
0.1,0.11,0.11,0.11,0.2,100,100,1e-111,0.17,103,118,112,0.25,114,111,119,0.12,0.08,0.11,0.11,19.1679
0.14,0.09,0.1,0.1,0.2,100,100,1e-111,0.1,94,105,113,0.12,94,92,98,0.23,0.11,0.09,0.11,19.5349
0.2,0.11,0.09,0.11,0.2,100,100,1e-111,0.26,109,102,80,0.1,107,84,84,0.23,0.11,0.09,0.08,19.8391
0.27,0.09,0.1,0.08,0.2,100,100,1e-111,0.27,94,96,102,0.19,86,118,98,0.18,0.1,0.08,0.09,19.9175
0.11,0.1,0.1,0.08,0.2,100,100,1e-111,0.24,117,109,86,0.21,106,101,102,0.25,0.08,0.08,0.08,20.1008
0.26,0.1,0.1,0.11,0.2,100,100,1e-111,0.1,113,94,119,0.1,99,108,98,0.29,0.11,0.08,0.1,20.2775
0.14,0.1,0.1,0.1,0.2,100,100,1e-111,0.14,107,81,93,0.25,83,98,115,0.18,0.09,0.1,0.09,21.3719
0.13,0.1,0.1,0.08,0.2,100,100,1e-111,0.28,110,94,107,0.19,81,88,94,0.21,0.08,0.1,0.1,21.6476
0.24,0.1,0.09,0.08,0.2,100,100,1e-111,0.19,106,107,100,0.15,80,93,81,0.17,0.08,0.09,0.09,21.686
0.29,0.1,0.08,0.1,0.2,100,100,1e-111,0.1,105,113,104,0.1,85,98,93,0.19,0.1,0.09,0.09,22.089
0.17,0.09,0.1,0.09,0.2,100,100,1e-111,0.23,90,111,117,0.15,86,106,97,0.27,0.1,0.09,0.08,22.2563
0.22,0.11,0.08,0.11,0.2,100,100,1e-111,0.21,89,100,91,0.13,85,113,102,0.13,0.09,0.08,0.1,22.2591
0.16,0.11,0.11,0.11,0.2,100,100,1e-111,0.16,80,108,107,0.16,95,103,119,0.22,0.11,0.11,0.11,23.2193
0.22,0.09,0.09,0.11,0.2,100,100,1e-111,0.16,89,83,120,0.2,87,120,95,0.21,0.08,0.11,0.1,23.2558
0.21,0.1,0.11,0.11,0.2,100,100,1e-111,0.12,102,84,119,0.22,85,84,100,0.19,0.11,0.11,0.08,23.4415
0.15,0.09,0.08,0.1,0.2,100,100,1e-111,0.23,108,106,93,0.21,116,100,91,0.26,0.1,0.08,0.1,24.3298
0.26,0.09,0.1,0.08,0.2,100,100,1e-111,0.25,94,118,114,0.29,88,99,95,0.27,0.08,0.11,0.11,24.4461
0.24,0.1,0.11,0.1,0.2,100,100,1e-111,0.22,88,80,93,0.21,89,102,119,0.19,0.11,0.11,0.09,24.6437
0.22,0.09,0.09,0.11,0.2,100,100,1e-111,0.29,102,111,92,0.24,120,111,93,0.17,0.11,0.08,0.09,24.8207
0.14,0.11,0.08,0.11,0.2,100,100,1e-111,0.19,104,106,84,0.24,80,98,115,0.15,0.09,0.08,0.1,27.7121
0.24,0.09,0.09,0.08,0.2,100,100,1e-111,0.13,91,106,117,0.1,84,101,111,0.15,0.1,0.11,0.11,27.7294
0.27,0.1,0.08,0.09,0.2,100,100,1e-111,0.16,108,93,98,0.25,119,109,108,0.23,0.1,0.08,0.1,28.2644
0.13,0.1,0.11,0.09,0.2,100,100,1e-111,0.19,120,115,108,0.19,116,85,88,0.15,0.1,0.11,0.08,28.8453
0.29,0.08,0.09,0.1,0.2,100,100,1e-111,0.21,112,108,119,0.22,117,104,87,0.1,0.08,0.09,0.1,29.118
0.25,0.1,0.08,0.09,0.2,100,100,1e-111,0.22,117,104,104,0.21,113,105,83,0.27,0.1,0.11,0.09,29.1711
